,모집 제목,회사,link,위치,필요 조건,마감일
74,[재택근무/개발자] 노바법률사무소(이돈호변호사),노바법률사무소,/zf_user/jobs/relay/view?view_type=search&rec_idx=52926873&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울중구,경력 1~3년 대졸↑ 정규직,01/30
75,개발자 채용,스마트114(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52933100&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,충남천안시 서북구,경력무관 초대졸↑ 기간제·계약직,01/30
76,실력있는 개발자를 모십니다.,(주)비테크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52920213&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,부산남구,경력6년↑ 학력무관 정규직·기간제,01/30
77,[앤유컴퍼니] 백엔드 개발자 채용 (신입/경력),앤유 컴퍼니,/zf_user/jobs/relay/view?view_type=search&rec_idx=52917081&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,경력무관 학력무관 정규직,02/19
78,[앤씨엠] H/W 개발자 채용의 건,(주)앤씨엠,/zf_user/jobs/relay/view?view_type=search&rec_idx=52936680&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,경기과천시,신입·경력 대졸↑ 정규직·계약직,02/26
79,클라우드 백엔드 개발자 모집,(주)하솜정보기술,/zf_user/jobs/relay/view?view_type=search&rec_idx=52936251&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울마포구,"경력무관 대졸↑ 정규직 3,000 만원",02/26
80,"케이에듀테크 잠실센터 리서치, 전략기획, 개발자 채용",케이에듀테크(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52943029&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울송파구,경력무관 대졸↑ 정규직,02/27
81,[세정아이앤씨] IT개발자 경력사원 채용(부산),(주)세정아이앤씨,/zf_user/jobs/relay/view?view_type=search&rec_idx=52943330&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,부산금정구,경력3년↑ 대졸↑ 정규직·인턴직,02/03
82,[신입/경력] 웹개발자 (Web Developer)채용,(주)에버스핀,/zf_user/jobs/relay/view?view_type=search&rec_idx=52947145&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울동작구,경력무관 초대졸↑ 정규직,02/27
83,[미소정보기술] 솔루션 및 플랫폼 개발자,(주)미소정보기술,/zf_user/jobs/relay/view?view_type=search&rec_idx=52572244&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,신입 초대졸↑ 정규직,02/13
84,[넥스트칩] 반도체 설계 및 SW개발자 경력사원 모집,(주)넥스트칩,/zf_user/jobs/relay/view?view_type=search&rec_idx=52809550&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,경기성남시 분당구,신입·경력 대졸↑ 정규직,02/10
85,[파워이십일] 신입/경력직(소프트웨어팀 개발자) 채용공고,(주)파워이십일,/zf_user/jobs/relay/view?view_type=search&rec_idx=52922132&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,대전유성구,신입·경력 대졸↑ 정규직,02/25
86,"[CAL/ 일본 근무] WEB/ IT 개발자 채용, 미경험 신입 대환영",칼주식회사(영업소),/zf_user/jobs/relay/view?view_type=search&rec_idx=52822516&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,일본,"경력무관 초대졸↑ 정규직 3,700 만원",03/01
87,[인텔렉투스] 백엔드 개발자 채용 (경력 무관),주식회사 인텔렉투스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52845448&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,경력무관 대졸↑ 정규직,03/17
88,[신입/경력] 웹퍼블리셔 및 프론트엔드 개발자 채용,기적기획,/zf_user/jobs/relay/view?view_type=search&rec_idx=52895839&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,경력무관 학력무관 정규직,02/21
89,[네이버계열사] 오디언 웹개발자 경력직 채용,(주)오디언소리,/zf_user/jobs/relay/view?view_type=search&rec_idx=52907605&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울마포구,경력 3~6년 학력무관 정규직,02/22
90,[NICE평가정보]개발자 경력직 전문계약 채용,나이스평가정보(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52945928&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울영등포구,"경력5년↑ 초대졸↑ 계약직 6,000 만원",02/18
91,백엔드(spring) / 프론트엔드(react/vue) 개발자 모집,(주)아이스크림미디어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52933813&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,경기성남시 분당구,경력 8~15년 대졸↑ 정규직·프리랜서,03/28
92,안드로이드 앱 개발자 채용,(주)세나테크놀로지,/zf_user/jobs/relay/view?view_type=search&rec_idx=52675634&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,신입·경력 대졸↑ 정규직,01/30
93,안드로이드 앱 개발자 채용,(주)세나테크놀로지,/zf_user/jobs/relay/view?view_type=search&rec_idx=52898670&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,경력 1~8년 대졸↑ 정규직,02/20
94,[(주)케이뱅크] 계정계 여신 업무 개발자,(주)케이뱅크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52932383&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울중구,경력2년↑ 고졸↑ 기간제·계약직,02/02
95,[MEDIT] Backend 개발자 (AWS),(주)메디트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52770477&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울영등포구,경력 5~15년 대졸↑ 정규직,02/09
96,AI 연구소 BackEnd 개발자,(주)인피닉,/zf_user/jobs/relay/view?view_type=search&rec_idx=52906972&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울강남구,경력 3~6년 대졸↑ 계약직,02/21
97,"SW 개발자 신입 [Android, C, C++, QT]",(주)모비루스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52699369&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,경기성남시 수정구,신입 초대졸↑ 정규직,01/30
98,SAP RAP(Restful ABAP) 개발자 모집,(주)지에스아이티엠,/zf_user/jobs/relay/view?view_type=search&rec_idx=52924573&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울종로구,경력 1~20년 학력무관 정규직,02/24
99,"[서비스개발센터] 경력 개발자, 웹디자이너 채용",(주)동아사이언스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52945488&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=90456e0a-d27f-47c1-b8da-bee578c25aac,서울서대문구,경력 4~10년 학력무관 정규직·기간제,02/22
100,웹 어플리케이션 프론트엔드 개발자 신입 채용,(주)엠투아이코퍼레이션,/zf_user/jobs/relay/view?view_type=search&rec_idx=52882617&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기안양시,신입 대졸↑ 정규직,02/20
101,[로보티즈AI] 자율주행로봇 시스템 백엔드/프론트엔드 개발자,(주)로보티즈,/zf_user/jobs/relay/view?view_type=search&rec_idx=52926279&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울강서구,경력무관 대졸↑ 정규직·기간제,02/25
102,백엔드 개발자 채용,메가스터디교육(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52833529&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울서초구,경력 3~7년 학력무관 정규직,02/13
103,안드로이드 개발자 채용,메가스터디교육(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52919866&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울서초구,경력 3~6년 학력무관 정규직,02/01
104,"전산개발팀 개발자 모집 (C#, Android/iOS)",(주)티제이팜,/zf_user/jobs/relay/view?view_type=search&rec_idx=52884733&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기평택시,신입 대졸↑ 정규직,02/20
105,[CJ올리브영] Back-end 개발자 (공통영역개선),씨제이올리브영(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52903411&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울전체,경력 학력무관 정규직,01/31
106,[한국피아이엠(주)] 휴머노이드 로봇 개발자 모집,한국피아이엠(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52946163&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,대구달성군,경력무관 대졸↑ 정규직,03/02
107,(주)KTE 의장설계팀 연구개발자 채용,(주)케이티이,/zf_user/jobs/relay/view?view_type=search&rec_idx=52550404&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,부산강서구,신입·경력 대졸↑ 정규직,01/30
108,웹어플리케이션 백엔드 개발자(2년↑),(주)이글루코퍼레이션,/zf_user/jobs/relay/view?view_type=search&rec_idx=52898121&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울송파구,경력 2~5년 초대졸↑ 정규직,02/21
109,[대화형AI기업] 웹 개발자(경력),(주)라피치,/zf_user/jobs/relay/view?view_type=search&rec_idx=52876038&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울강남구,신입·경력 학력무관 정규직,02/19
110,[크레버스] 백엔드 개발자 정규직 채용(Java / Spring),(주)크레버스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52758437&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울서초구,경력 3~6년 초대졸↑ 정규직,03/08
111,디지털 금융혁신을 이끌 핵심인재 채용 - 개발자 채용,㈜알앤비소프트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52934683&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기성남시 분당구,경력5년↑ 대졸↑ 정규직,02/26
112,소프트웨어 개발자(C/C++),(주)픽소니어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52769338&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,대전유성구,신입·경력 대졸↑ 정규직,02/07
113,소프트웨어 개발자(C#),(주)픽소니어,/zf_user/jobs/relay/view?view_type=search&rec_idx=52769852&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,대전유성구,경력무관 대졸↑ 정규직,02/07
114,Back End 개발자 채용 (Java/Spring Boot),주식회사 히타치터미널솔루션즈코리아,/zf_user/jobs/relay/view?view_type=search&rec_idx=52873072&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기화성시,경력 1~9년 대졸↑ 정규직,01/30
115,[하이브랩] Java/Spring 개발자 채용 (4년 이상),(주)하이브랩,/zf_user/jobs/relay/view?view_type=search&rec_idx=52675178&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기성남시 분당구,경력4년↑ 학력무관 정규직,01/30
116,SW 개발자 모집 (대구),(주)소프트아이텍,/zf_user/jobs/relay/view?view_type=search&rec_idx=52801032&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,대구동구,경력3년↑ 초대졸↑ 정규직,01/30
117,덕산넵코어스(주) 첨단기술그룹 FW/SW 개발자 모집,덕산넵코어스(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52813522&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,대전유성구,경력무관 대졸↑ 정규직,01/30
118,백엔드 개발자 모집,서울아산병원,/zf_user/jobs/relay/view?view_type=search&rec_idx=52830415&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울송파구,경력무관 대졸↑ 기간제·계약직,01/30
119,[신입/경력] Backend 개발자 채용 (면접비 지급),(주)데이터유니버스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52856778&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울영등포구,경력무관 대졸↑ 정규직·계약직,01/30
120,반도체장비 제조업 개발자(PC S/W) 경력자 모집,멜콘(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52918690&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기화성시,신입·경력 초대졸↑ 정규직,02/25
121,TiFRONT L2/L3 Software 개발자 경력,(주)파이오링크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52922616&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울금천구,경력 1~20년 대졸↑ 정규직,02/24
122,TiFRONT L2/L3 Software 개발자 신입,(주)파이오링크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52922580&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울금천구,신입 대졸↑ 정규직,02/24
123,TiFRONT System Software 개발자 신입,(주)파이오링크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52922506&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울금천구,신입 대졸↑ 정규직,02/24
124,"소프트웨어 신입,경력 개발자 모집",㈜토탈소프트뱅크,/zf_user/jobs/relay/view?view_type=search&rec_idx=52771188&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,부산해운대구,신입·경력 대졸↑ 정규직,02/07
125,"[AI/LLM 개발] AI 기반 수요분석 및 예측, 판매계획 연구 개발자",(주)자이오넥스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52799345&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울마포구,"신입·경력 석사↑ 정규직 6,000 만원",02/11
126,[고주파의료기기] 펌웨어 개발자(MCU 기반 소프트웨어),(주)키스템프그룹,/zf_user/jobs/relay/view?view_type=search&rec_idx=52931402&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기고양시 일산동구,경력5년↑ 대졸↑ 정규직,02/08
127,메디아나 연구소 하드웨어 개발자 모집,(주)메디아나,/zf_user/jobs/relay/view?view_type=search&rec_idx=52935958&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,강원원주시,경력무관 초대졸↑ 정규직,02/26
128,[ITS도로교통시스템] 펌웨어 개발자(임베디드/동적계측알고리즘),(주)키스템프그룹,/zf_user/jobs/relay/view?view_type=search&rec_idx=52933636&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기군포시,경력4년↑ 초대졸↑ 정규직,02/03
129,공간정보기술(주) GIS분야 웹 개발자 채용,공간정보기술(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52591557&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,경기성남시 분당구,경력무관 대졸↑ 정규직·계약직,01/30
130,[로보티즈] 로봇용 액추에이터 기구설계 및 감속기 개발자 모집,(주)로보티즈,/zf_user/jobs/relay/view?view_type=search&rec_idx=52674363&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울강서구,경력무관 대졸↑ 정규직·계약직,01/30
131,[코스닥 상장사] Solution 웹 Full Stack 개발자 경력 채용,알서포트(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52810155&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울강동구,경력3년↑ 학력무관 정규직,01/30
132,[다이퀘스트] JAVA 및 WEB 개발자 모집 (신입/경력/석사병특),(주)다이퀘스트,/zf_user/jobs/relay/view?view_type=search&rec_idx=52834439&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울구로구,경력무관 대졸↑ 정규직,02/14
133,[로보티즈AI] AI소프트웨어팀 개발자 모집의 건,(주)로보티즈,/zf_user/jobs/relay/view?view_type=search&rec_idx=52857996&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울강서구,경력무관 대졸↑ 정규직·계약직,02/18
134,"[Smart Factory] MES  플랫폼 개발 관련, 개발자 채용 공고.",(주)버텍스아이디,/zf_user/jobs/relay/view?view_type=search&rec_idx=52858394&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울송파구,경력2년↑ 초대졸↑ 정규직,01/30
135,Java / Web 개발자 경력직 채용 (5년 이상),젬텍(주),/zf_user/jobs/relay/view?view_type=search&rec_idx=52887071&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울강남구,경력5년↑ 초대졸↑ 정규직,03/22
136,[KG모빌리언스] PG 결제서비스 및 응용서비스 개발자 채용,(주)케이지모빌리언스,/zf_user/jobs/relay/view?view_type=search&rec_idx=52926114&location=ts&searchword=%EA%B0%9C%EB%B0%9C%EC%9E%90&searchType=search&paid_fl=n&search_uuid=352c21fe-91c1-4b96-94f7-9fecf9a0f236,서울중구,경력5년↑ 학력무관 정규직,02/25
